ID,Classe_ABC,Peso,Data,Previsione_Qty,Previsione_Valore
Product_0008_Whse_C,C,7.206807879882205,2017-01-16,878.5,6331.18
Product_0008_Whse_C,C,7.206807879882205,2017-01-23,878.5,6331.18
Product_0008_Whse_C,C,7.206807879882205,2017-01-30,878.5,6331.18
Product_0008_Whse_C,C,7.206807879882205,2017-02-06,878.5,6331.18
Product_0008_Whse_J,C,7.206807879882205,2017-01-16,529.3,3814.56
Product_0008_Whse_J,C,7.206807879882205,2017-01-23,529.3,3814.56
Product_0008_Whse_J,C,7.206807879882205,2017-01-30,529.3,3814.56
Product_0008_Whse_J,C,7.206807879882205,2017-02-06,529.3,3814.56
Product_0009_Whse_J,C,7.206807879882205,2017-01-16,250.5,1805.31
Product_0009_Whse_J,C,7.206807879882205,2017-01-23,250.5,1805.31
Product_0009_Whse_J,C,7.206807879882205,2017-01-30,250.5,1805.31
Product_0009_Whse_J,C,7.206807879882205,2017-02-06,250.5,1805.31
Product_0010_Whse_J,C,7.206807879882205,2017-01-16,391.3,2820.02
Product_0010_Whse_J,C,7.206807879882205,2017-01-23,391.3,2820.02
Product_0010_Whse_J,C,7.206807879882205,2017-01-30,391.3,2820.02
Product_0010_Whse_J,C,7.206807879882205,2017-02-06,391.3,2820.02
Product_0011_Whse_J,B,7.206807879882205,2017-01-16,5270.1,37980.6
Product_0011_Whse_J,B,7.206807879882205,2017-01-23,2655.4,19136.96
Product_0011_Whse_J,B,7.206807879882205,2017-01-30,6924.0,49899.94
Product_0011_Whse_J,B,7.206807879882205,2017-02-06,2853.0,20561.02
Product_0012_Whse_C,C,7.206807879882205,2017-01-16,599.9,4323.36
Product_0012_Whse_C,C,7.206807879882205,2017-01-23,599.9,4323.36
Product_0012_Whse_C,C,7.206807879882205,2017-01-30,599.9,4323.36
Product_0012_Whse_C,C,7.206807879882205,2017-02-06,599.9,4323.36
Product_0012_Whse_J,B,7.206807879882205,2017-01-16,6907.2,49778.86
Product_0012_Whse_J,B,7.206807879882205,2017-01-23,8766.8,63180.64
Product_0012_Whse_J,B,7.206807879882205,2017-01-30,10935.3,78808.61
Product_0012_Whse_J,B,7.206807879882205,2017-02-06,12089.0,87123.1
Product_0012_Whse_S,C,7.206807879882205,2017-01-16,51.0,367.55
Product_0012_Whse_S,C,7.206807879882205,2017-01-23,51.0,367.55
Product_0012_Whse_S,C,7.206807879882205,2017-01-30,51.0,367.55
Product_0012_Whse_S,C,7.206807879882205,2017-02-06,51.0,367.55
Product_0013_Whse_J,C,7.206807879882205,2017-01-16,1323.2,9536.05
Product_0013_Whse_J,C,7.206807879882205,2017-01-23,1323.2,9536.05
Product_0013_Whse_J,C,7.206807879882205,2017-01-30,1323.2,9536.05
Product_0013_Whse_J,C,7.206807879882205,2017-02-06,1323.2,9536.05
Product_0014_Whse_J,C,7.206807879882205,2017-01-16,1621.5,11685.84
Product_0014_Whse_J,C,7.206807879882205,2017-01-23,1621.5,11685.84
Product_0014_Whse_J,C,7.206807879882205,2017-01-30,1621.5,11685.84
Product_0014_Whse_J,C,7.206807879882205,2017-02-06,1621.5,11685.84
Product_0015_Whse_J,C,7.206807879882205,2017-01-16,392.2,2826.51
Product_0015_Whse_J,C,7.206807879882205,2017-01-23,392.2,2826.51
Product_0015_Whse_J,C,7.206807879882205,2017-01-30,392.2,2826.51
Product_0015_Whse_J,C,7.206807879882205,2017-02-06,392.2,2826.51
Product_0016_Whse_J,B,7.206807879882205,2017-01-16,7317.9,52738.7
Product_0016_Whse_J,B,7.206807879882205,2017-01-23,9736.2,70166.92
Product_0016_Whse_J,B,7.206807879882205,2017-01-30,11936.2,86021.9
Product_0016_Whse_J,B,7.206807879882205,2017-02-06,11258.2,81135.68
Product_0017_Whse_J,C,7.206807879882205,2017-01-16,1826.2,13161.07
Product_0017_Whse_J,C,7.206807879882205,2017-01-23,1826.2,13161.07
Product_0017_Whse_J,C,7.206807879882205,2017-01-30,1826.2,13161.07
Product_0017_Whse_J,C,7.206807879882205,2017-02-06,1826.2,13161.07
Product_0018_Whse_J,B,7.206807879882205,2017-01-16,3839.7,27671.98
Product_0018_Whse_J,B,7.206807879882205,2017-01-23,9231.1,66526.76
Product_0018_Whse_J,B,7.206807879882205,2017-01-30,8187.9,59008.62
Product_0018_Whse_J,B,7.206807879882205,2017-02-06,9662.0,69632.18
Product_0019_Whse_J,C,7.206807879882205,2017-01-16,1817.9,13101.26
Product_0019_Whse_J,C,7.206807879882205,2017-01-23,1817.9,13101.26
Product_0019_Whse_J,C,7.206807879882205,2017-01-30,1817.9,13101.26
Product_0019_Whse_J,C,7.206807879882205,2017-02-06,1817.9,13101.26
Product_0020_Whse_A,C,7.206807879882205,2017-01-16,621.4,4478.31
Product_0020_Whse_A,C,7.206807879882205,2017-01-23,621.4,4478.31
Product_0020_Whse_A,C,7.206807879882205,2017-01-30,621.4,4478.31
Product_0020_Whse_A,C,7.206807879882205,2017-02-06,621.4,4478.31
Product_0020_Whse_J,C,7.206807879882205,2017-01-16,4245.6,30597.22
Product_0020_Whse_J,C,7.206807879882205,2017-01-23,4245.6,30597.22
Product_0020_Whse_J,C,7.206807879882205,2017-01-30,4245.6,30597.22
Product_0020_Whse_J,C,7.206807879882205,2017-02-06,4245.6,30597.22
Product_0021_Whse_C,C,7.206807879882205,2017-01-16,5459.5,39345.57
Product_0021_Whse_C,C,7.206807879882205,2017-01-23,5459.5,39345.57
Product_0021_Whse_C,C,7.206807879882205,2017-01-30,5459.5,39345.57
Product_0021_Whse_C,C,7.206807879882205,2017-02-06,5459.5,39345.57
Product_0021_Whse_J,B,7.206807879882205,2017-01-16,181.9,1310.92
Product_0021_Whse_J,B,7.206807879882205,2017-01-23,503.6,3629.35
Product_0021_Whse_J,B,7.206807879882205,2017-01-30,928.7,6692.96
Product_0021_Whse_J,B,7.206807879882205,2017-02-06,3193.3,23013.5
Product_0021_Whse_S,B,7.206807879882205,2017-01-16,13038.0,93962.36
Product_0021_Whse_S,B,7.206807879882205,2017-01-23,7608.3,54831.56
Product_0021_Whse_S,B,7.206807879882205,2017-01-30,7821.9,56370.93
Product_0021_Whse_S,B,7.206807879882205,2017-02-06,8609.1,62044.13
Product_0022_Whse_J,C,7.206807879882205,2017-01-16,759.9,5476.45
Product_0022_Whse_J,C,7.206807879882205,2017-01-23,759.9,5476.45
Product_0022_Whse_J,C,7.206807879882205,2017-01-30,759.9,5476.45
Product_0022_Whse_J,C,7.206807879882205,2017-02-06,759.9,5476.45
Product_0023_Whse_J,C,7.206807879882205,2017-01-16,1524.4,10986.06
Product_0023_Whse_J,C,7.206807879882205,2017-01-23,1524.4,10986.06
Product_0023_Whse_J,C,7.206807879882205,2017-01-30,1524.4,10986.06
Product_0023_Whse_J,C,7.206807879882205,2017-02-06,1524.4,10986.06
Product_0024_Whse_J,C,7.206807879882205,2017-01-16,264.5,1906.2
Product_0024_Whse_J,C,7.206807879882205,2017-01-23,264.5,1906.2
Product_0024_Whse_J,C,7.206807879882205,2017-01-30,264.5,1906.2
Product_0024_Whse_J,C,7.206807879882205,2017-02-06,264.5,1906.2
Product_0025_Whse_J,C,7.206807879882205,2017-01-16,3247.5,23404.11
Product_0025_Whse_J,C,7.206807879882205,2017-01-23,3247.5,23404.11
Product_0025_Whse_J,C,7.206807879882205,2017-01-30,3247.5,23404.11
Product_0025_Whse_J,C,7.206807879882205,2017-02-06,3247.5,23404.11
Product_0026_Whse_J,C,7.206807879882205,2017-01-16,934.6,6735.48
Product_0026_Whse_J,C,7.206807879882205,2017-01-23,934.6,6735.48
Product_0026_Whse_J,C,7.206807879882205,2017-01-30,934.6,6735.48
Product_0026_Whse_J,C,7.206807879882205,2017-02-06,934.6,6735.48
Product_0027_Whse_J,C,7.206807879882205,2017-01-16,97.4,701.94
Product_0027_Whse_J,C,7.206807879882205,2017-01-23,97.4,701.94
Product_0027_Whse_J,C,7.206807879882205,2017-01-30,97.4,701.94
Product_0027_Whse_J,C,7.206807879882205,2017-02-06,97.4,701.94
Product_0028_Whse_J,C,7.206807879882205,2017-01-16,162.3,1169.66
Product_0028_Whse_J,C,7.206807879882205,2017-01-23,162.3,1169.66
Product_0028_Whse_J,C,7.206807879882205,2017-01-30,162.3,1169.66
Product_0028_Whse_J,C,7.206807879882205,2017-02-06,162.3,1169.66
Product_0029_Whse_J,C,7.206807879882205,2017-01-16,40.9,294.76
Product_0029_Whse_J,C,7.206807879882205,2017-01-23,40.9,294.76
Product_0029_Whse_J,C,7.206807879882205,2017-01-30,40.9,294.76
Product_0029_Whse_J,C,7.206807879882205,2017-02-06,40.9,294.76
Product_0030_Whse_J,C,7.206807879882205,2017-01-16,69.8,503.04
Product_0030_Whse_J,C,7.206807879882205,2017-01-23,69.8,503.04
Product_0030_Whse_J,C,7.206807879882205,2017-01-30,69.8,503.04
Product_0030_Whse_J,C,7.206807879882205,2017-02-06,69.8,503.04
Product_0031_Whse_A,C,7.206807879882205,2017-01-16,458.1,3301.44
Product_0031_Whse_A,C,7.206807879882205,2017-01-23,458.1,3301.44
Product_0031_Whse_A,C,7.206807879882205,2017-01-30,458.1,3301.44
Product_0031_Whse_A,C,7.206807879882205,2017-02-06,458.1,3301.44
Product_0031_Whse_J,B,7.206807879882205,2017-01-16,9655.4,69584.61
Product_0031_Whse_J,B,7.206807879882205,2017-01-23,9755.6,70306.73
Product_0031_Whse_J,B,7.206807879882205,2017-01-30,10019.9,72211.49
Product_0031_Whse_J,B,7.206807879882205,2017-02-06,12697.0,91504.84
Product_0031_Whse_S,C,7.206807879882205,2017-01-16,339.3,2445.27
Product_0031_Whse_S,C,7.206807879882205,2017-01-23,339.3,2445.27
Product_0031_Whse_S,C,7.206807879882205,2017-01-30,339.3,2445.27
Product_0031_Whse_S,C,7.206807879882205,2017-02-06,339.3,2445.27
Product_0032_Whse_J,C,7.206807879882205,2017-01-16,2723.4,19627.02
Product_0032_Whse_J,C,7.206807879882205,2017-01-23,2723.4,19627.02
Product_0032_Whse_J,C,7.206807879882205,2017-01-30,2723.4,19627.02
Product_0032_Whse_J,C,7.206807879882205,2017-02-06,2723.4,19627.02
Product_0033_Whse_C,C,7.206807879882205,2017-01-16,5169.2,37253.43
Product_0033_Whse_C,C,7.206807879882205,2017-01-23,5169.2,37253.43
Product_0033_Whse_C,C,7.206807879882205,2017-01-30,5169.2,37253.43
Product_0033_Whse_C,C,7.206807879882205,2017-02-06,5169.2,37253.43
Product_0033_Whse_J,A,7.206807879882205,2017-01-16,18227.3,131360.65
Product_0033_Whse_J,A,7.206807879882205,2017-01-23,23655.1,170477.76
Product_0033_Whse_J,A,7.206807879882205,2017-01-30,31644.3,228054.39
Product_0033_Whse_J,A,7.206807879882205,2017-02-06,24703.9,178036.26
Product_0033_Whse_S,A,7.206807879882205,2017-01-16,62598.7,451136.8
Product_0033_Whse_S,A,7.206807879882205,2017-01-23,54217.6,390735.83
Product_0033_Whse_S,A,7.206807879882205,2017-01-30,35754.7,257677.25
Product_0033_Whse_S,A,7.206807879882205,2017-02-06,57261.6,412673.35
Product_0034_Whse_J,C,7.206807879882205,2017-01-16,1358.0,9786.85
Product_0034_Whse_J,C,7.206807879882205,2017-01-23,1358.0,9786.85
Product_0034_Whse_J,C,7.206807879882205,2017-01-30,1358.0,9786.85
Product_0034_Whse_J,C,7.206807879882205,2017-02-06,1358.0,9786.85
Product_0034_Whse_S,C,7.206807879882205,2017-01-16,179.4,1292.9
Product_0034_Whse_S,C,7.206807879882205,2017-01-23,179.4,1292.9
Product_0034_Whse_S,C,7.206807879882205,2017-01-30,179.4,1292.9
Product_0034_Whse_S,C,7.206807879882205,2017-02-06,179.4,1292.9
Product_0035_Whse_J,C,7.206807879882205,2017-01-16,2456.8,17705.69
Product_0035_Whse_J,C,7.206807879882205,2017-01-23,2456.8,17705.69
Product_0035_Whse_J,C,7.206807879882205,2017-01-30,2456.8,17705.69
Product_0035_Whse_J,C,7.206807879882205,2017-02-06,2456.8,17705.69
Product_0036_Whse_C,C,7.206807879882205,2017-01-16,305.5,2201.68
Product_0036_Whse_C,C,7.206807879882205,2017-01-23,305.5,2201.68
Product_0036_Whse_C,C,7.206807879882205,2017-01-30,305.5,2201.68
Product_0036_Whse_C,C,7.206807879882205,2017-02-06,305.5,2201.68
Product_0036_Whse_J,C,7.206807879882205,2017-01-16,2953.9,21288.19
Product_0036_Whse_J,C,7.206807879882205,2017-01-23,2953.9,21288.19
Product_0036_Whse_J,C,7.206807879882205,2017-01-30,2953.9,21288.19
Product_0036_Whse_J,C,7.206807879882205,2017-02-06,2953.9,21288.19
Product_0036_Whse_S,C,7.206807879882205,2017-01-16,333.5,2403.47
Product_0036_Whse_S,C,7.206807879882205,2017-01-23,333.5,2403.47
Product_0036_Whse_S,C,7.206807879882205,2017-01-30,333.5,2403.47
Product_0036_Whse_S,C,7.206807879882205,2017-02-06,333.5,2403.47
Product_0037_Whse_J,C,7.206807879882205,2017-01-16,1637.5,11801.15
Product_0037_Whse_J,C,7.206807879882205,2017-01-23,1637.5,11801.15
Product_0037_Whse_J,C,7.206807879882205,2017-01-30,1637.5,11801.15
Product_0037_Whse_J,C,7.206807879882205,2017-02-06,1637.5,11801.15
Product_0038_Whse_C,C,7.206807879882205,2017-01-16,2189.4,15778.59
Product_0038_Whse_C,C,7.206807879882205,2017-01-23,2189.4,15778.59
Product_0038_Whse_C,C,7.206807879882205,2017-01-30,2189.4,15778.59
Product_0038_Whse_C,C,7.206807879882205,2017-02-06,2189.4,15778.59
Product_0039_Whse_J,C,3.387115305165964,2017-01-16,58.8,199.16
Product_0039_Whse_J,C,3.387115305165964,2017-01-23,58.8,199.16
Product_0039_Whse_J,C,3.387115305165964,2017-01-30,58.8,199.16
Product_0039_Whse_J,C,3.387115305165964,2017-02-06,58.8,199.16
Product_0040_Whse_J,C,3.387115305165964,2017-01-16,84.1,284.86
Product_0040_Whse_J,C,3.387115305165964,2017-01-23,84.1,284.86
Product_0040_Whse_J,C,3.387115305165964,2017-01-30,84.1,284.86
Product_0040_Whse_J,C,3.387115305165964,2017-02-06,84.1,284.86
Product_0041_Whse_J,C,3.387115305165964,2017-01-16,32.6,110.42
Product_0041_Whse_J,C,3.387115305165964,2017-01-23,32.6,110.42
Product_0041_Whse_J,C,3.387115305165964,2017-01-30,32.6,110.42
Product_0041_Whse_J,C,3.387115305165964,2017-02-06,32.6,110.42
Product_0042_Whse_J,C,3.387115305165964,2017-01-16,62.7,212.37
Product_0042_Whse_J,C,3.387115305165964,2017-01-23,62.7,212.37
Product_0042_Whse_J,C,3.387115305165964,2017-01-30,62.7,212.37
Product_0042_Whse_J,C,3.387115305165964,2017-02-06,62.7,212.37
Product_0043_Whse_J,C,7.206807879882205,2017-01-16,285.7,2058.99
Product_0043_Whse_J,C,7.206807879882205,2017-01-23,285.7,2058.99
Product_0043_Whse_J,C,7.206807879882205,2017-01-30,285.7,2058.99
Product_0043_Whse_J,C,7.206807879882205,2017-02-06,285.7,2058.99
Product_0044_Whse_C,C,7.206807879882205,2017-01-16,2306.8,16624.66
Product_0044_Whse_C,C,7.206807879882205,2017-01-23,2306.8,16624.66
Product_0044_Whse_C,C,7.206807879882205,2017-01-30,2306.8,16624.66
Product_0044_Whse_C,C,7.206807879882205,2017-02-06,2306.8,16624.66
Product_0045_Whse_J,C,7.206807879882205,2017-01-16,202.7,1460.82
Product_0045_Whse_J,C,7.206807879882205,2017-01-23,202.7,1460.82
Product_0045_Whse_J,C,7.206807879882205,2017-01-30,202.7,1460.82
Product_0045_Whse_J,C,7.206807879882205,2017-02-06,202.7,1460.82
Product_0046_Whse_J,C,7.206807879882205,2017-01-16,88.4,637.08
Product_0046_Whse_J,C,7.206807879882205,2017-01-23,88.4,637.08
Product_0046_Whse_J,C,7.206807879882205,2017-01-30,88.4,637.08
Product_0046_Whse_J,C,7.206807879882205,2017-02-06,88.4,637.08
Product_0047_Whse_J,C,7.206807879882205,2017-01-16,645.9,4654.88
Product_0047_Whse_J,C,7.206807879882205,2017-01-23,645.9,4654.88
Product_0047_Whse_J,C,7.206807879882205,2017-01-30,645.9,4654.88
Product_0047_Whse_J,C,7.206807879882205,2017-02-06,645.9,4654.88
Product_0048_Whse_J,C,7.206807879882205,2017-01-16,25.4,183.05
Product_0048_Whse_J,C,7.206807879882205,2017-01-23,25.4,183.05
Product_0048_Whse_J,C,7.206807879882205,2017-01-30,25.4,183.05
Product_0048_Whse_J,C,7.206807879882205,2017-02-06,25.4,183.05
Product_0049_Whse_J,C,7.206807879882205,2017-01-16,46.3,333.68
Product_0049_Whse_J,C,7.206807879882205,2017-01-23,46.3,333.68
Product_0049_Whse_J,C,7.206807879882205,2017-01-30,46.3,333.68
Product_0049_Whse_J,C,7.206807879882205,2017-02-06,46.3,333.68
Product_0050_Whse_J,C,7.206807879882205,2017-01-16,192.2,1385.15
Product_0050_Whse_J,C,7.206807879882205,2017-01-23,192.2,1385.15
Product_0050_Whse_J,C,7.206807879882205,2017-01-30,192.2,1385.15
Product_0050_Whse_J,C,7.206807879882205,2017-02-06,192.2,1385.15
Product_0050_Whse_S,C,7.206807879882205,2017-01-16,18.4,132.61
Product_0050_Whse_S,C,7.206807879882205,2017-01-23,18.4,132.61
Product_0050_Whse_S,C,7.206807879882205,2017-01-30,18.4,132.61
Product_0050_Whse_S,C,7.206807879882205,2017-02-06,18.4,132.61
Product_0051_Whse_J,C,7.206807879882205,2017-01-16,906.5,6532.97
Product_0051_Whse_J,C,7.206807879882205,2017-01-23,906.5,6532.97
Product_0051_Whse_J,C,7.206807879882205,2017-01-30,906.5,6532.97
Product_0051_Whse_J,C,7.206807879882205,2017-02-06,906.5,6532.97
Product_0052_Whse_J,C,7.206807879882205,2017-01-16,667.8,4812.71
Product_0052_Whse_J,C,7.206807879882205,2017-01-23,667.8,4812.71
Product_0052_Whse_J,C,7.206807879882205,2017-01-30,667.8,4812.71
Product_0052_Whse_J,C,7.206807879882205,2017-02-06,667.8,4812.71
Product_0053_Whse_J,C,8.355108259867018,2017-01-16,794.5,6638.13
Product_0053_Whse_J,C,8.355108259867018,2017-01-23,794.5,6638.13
Product_0053_Whse_J,C,8.355108259867018,2017-01-30,794.5,6638.13
Product_0053_Whse_J,C,8.355108259867018,2017-02-06,794.5,6638.13
Product_0054_Whse_J,C,8.355108259867018,2017-01-16,1461.4,12210.16
Product_0054_Whse_J,C,8.355108259867018,2017-01-23,1461.4,12210.16
Product_0054_Whse_J,C,8.355108259867018,2017-01-30,1461.4,12210.16
Product_0054_Whse_J,C,8.355108259867018,2017-02-06,1461.4,12210.16
Product_0055_Whse_J,C,8.355108259867018,2017-01-16,280.3,2341.94
Product_0055_Whse_J,C,8.355108259867018,2017-01-23,280.3,2341.94
Product_0055_Whse_J,C,8.355108259867018,2017-01-30,280.3,2341.94
Product_0055_Whse_J,C,8.355108259867018,2017-02-06,280.3,2341.94
Product_0056_Whse_J,C,8.355108259867018,2017-01-16,79.3,662.56
Product_0056_Whse_J,C,8.355108259867018,2017-01-23,79.3,662.56
Product_0056_Whse_J,C,8.355108259867018,2017-01-30,79.3,662.56
Product_0056_Whse_J,C,8.355108259867018,2017-02-06,79.3,662.56
Product_0057_Whse_J,C,8.355108259867018,2017-01-16,1.8,15.04
Product_0057_Whse_J,C,8.355108259867018,2017-01-23,1.8,15.04
Product_0057_Whse_J,C,8.355108259867018,2017-01-30,1.8,15.04
Product_0057_Whse_J,C,8.355108259867018,2017-02-06,1.8,15.04
Product_0058_Whse_J,C,8.355108259867018,2017-01-16,6.1,50.97
Product_0058_Whse_J,C,8.355108259867018,2017-01-23,6.1,50.97
Product_0058_Whse_J,C,8.355108259867018,2017-01-30,6.1,50.97
Product_0058_Whse_J,C,8.355108259867018,2017-02-06,6.1,50.97
Product_0059_Whse_J,C,8.355108259867018,2017-01-16,1.3,10.86
Product_0059_Whse_J,C,8.355108259867018,2017-01-23,1.3,10.86
Product_0059_Whse_J,C,8.355108259867018,2017-01-30,1.3,10.86
Product_0059_Whse_J,C,8.355108259867018,2017-02-06,1.3,10.86
Product_0060_Whse_J,C,8.355108259867018,2017-01-16,2.2,18.38
Product_0060_Whse_J,C,8.355108259867018,2017-01-23,2.2,18.38
Product_0060_Whse_J,C,8.355108259867018,2017-01-30,2.2,18.38
Product_0060_Whse_J,C,8.355108259867018,2017-02-06,2.2,18.38
Product_0061_Whse_J,C,8.355108259867018,2017-01-16,465.5,3889.3
Product_0061_Whse_J,C,8.355108259867018,2017-01-23,465.5,3889.3
Product_0061_Whse_J,C,8.355108259867018,2017-01-30,465.5,3889.3
Product_0061_Whse_J,C,8.355108259867018,2017-02-06,465.5,3889.3
Product_0062_Whse_J,C,8.355108259867018,2017-01-16,5979.9,49962.71
Product_0062_Whse_J,C,8.355108259867018,2017-01-23,5979.9,49962.71
Product_0062_Whse_J,C,8.355108259867018,2017-01-30,5979.9,49962.71
Product_0062_Whse_J,C,8.355108259867018,2017-02-06,5979.9,49962.71
Product_0063_Whse_C,B,8.355108259867018,2017-01-16,182.4,1523.97
Product_0063_Whse_C,B,8.355108259867018,2017-01-23,360.7,3013.69
Product_0063_Whse_C,B,8.355108259867018,2017-01-30,2.0,16.71
Product_0063_Whse_C,B,8.355108259867018,2017-02-06,20.2,168.77
Product_0063_Whse_J,B,8.355108259867018,2017-01-16,11291.6,94342.54
Product_0063_Whse_J,B,8.355108259867018,2017-01-23,17871.3,149316.65
Product_0063_Whse_J,B,8.355108259867018,2017-01-30,1386.8,11586.86
Product_0063_Whse_J,B,8.355108259867018,2017-02-06,15183.7,126861.46
Product_0063_Whse_S,B,8.355108259867018,2017-01-16,7.4,61.83
Product_0063_Whse_S,B,8.355108259867018,2017-01-23,220.8,1844.81
Product_0063_Whse_S,B,8.355108259867018,2017-01-30,66.7,557.29
Product_0063_Whse_S,B,8.355108259867018,2017-02-06,166.5,1391.13
Product_0064_Whse_J,A,8.355108259867018,2017-01-16,3700.8,30920.58
Product_0064_Whse_J,A,8.355108259867018,2017-01-23,6348.0,53038.23
Product_0064_Whse_J,A,8.355108259867018,2017-01-30,6533.8,54590.61
Product_0064_Whse_J,A,8.355108259867018,2017-02-06,7740.0,64668.54
Product_0064_Whse_S,B,8.355108259867018,2017-01-16,142.0,1186.43
Product_0064_Whse_S,B,8.355108259867018,2017-01-23,1166.2,9743.73
Product_0064_Whse_S,B,8.355108259867018,2017-01-30,1994.9,16667.61
Product_0064_Whse_S,B,8.355108259867018,2017-02-06,1991.6,16640.03
Product_0065_Whse_J,A,8.355108259867018,2017-01-16,1941.4,16220.61
Product_0065_Whse_J,A,8.355108259867018,2017-01-23,3026.2,25284.23
Product_0065_Whse_J,A,8.355108259867018,2017-01-30,2909.9,24312.53
Product_0065_Whse_J,A,8.355108259867018,2017-02-06,1847.9,15439.4
Product_0066_Whse_J,A,8.355108259867018,2017-01-16,1238.2,10345.3
Product_0066_Whse_J,A,8.355108259867018,2017-01-23,1845.2,15416.85
Product_0066_Whse_J,A,8.355108259867018,2017-01-30,1822.6,15228.02
Product_0066_Whse_J,A,8.355108259867018,2017-02-06,1873.4,15652.46
Product_0067_Whse_J,C,8.355108259867018,2017-01-16,183.3,1531.49
Product_0067_Whse_J,C,8.355108259867018,2017-01-23,183.3,1531.49
Product_0067_Whse_J,C,8.355108259867018,2017-01-30,183.3,1531.49
Product_0067_Whse_J,C,8.355108259867018,2017-02-06,183.3,1531.49
Product_0068_Whse_J,C,8.355108259867018,2017-01-16,615.5,5142.57
Product_0068_Whse_J,C,8.355108259867018,2017-01-23,615.5,5142.57
Product_0068_Whse_J,C,8.355108259867018,2017-01-30,615.5,5142.57
Product_0068_Whse_J,C,8.355108259867018,2017-02-06,615.5,5142.57
Product_0069_Whse_J,C,8.355108259867018,2017-01-16,2149.7,17960.98
Product_0069_Whse_J,C,8.355108259867018,2017-01-23,2149.7,17960.98
Product_0069_Whse_J,C,8.355108259867018,2017-01-30,2149.7,17960.98
Product_0069_Whse_J,C,8.355108259867018,2017-02-06,2149.7,17960.98
Product_0070_Whse_J,B,8.355108259867018,2017-01-16,265.1,2214.94
Product_0070_Whse_J,B,8.355108259867018,2017-01-23,282.8,2362.82
Product_0070_Whse_J,B,8.355108259867018,2017-01-30,970.5,8108.63
Product_0070_Whse_J,B,8.355108259867018,2017-02-06,5552.9,46395.08
Product_0070_Whse_S,B,8.355108259867018,2017-01-16,116.6,974.21
Product_0070_Whse_S,B,8.355108259867018,2017-01-23,433.6,3622.77
Product_0070_Whse_S,B,8.355108259867018,2017-01-30,31.4,262.35
Product_0070_Whse_S,B,8.355108259867018,2017-02-06,42.2,352.59
Product_0071_Whse_C,A,8.355108259867018,2017-01-16,154.6,1291.7
